Resume_Index,Rank,Similarity_Score,Job_Title,Job_Description
22,2,0.7452045679092407,Data Scientist - TX,data scientist work closely product manager industry expert identify best value case data science based control product responsible delivering reporting performance model algorithm operate scalable manner improve industrial control efficiency work cl...
22,3,0.7397431135177612, Data Scientist,data scientist rms analytics phm artificial intelligence apa innovation team applies technology process expertise wide variety platform data order drive proactive decision making throughout business data generated board health usage monitoring system...
22,4,0.7384815216064453,Data Analyst Intern,data analyst intern donnelley financial solution nyse dfin provides software service enable client communicate confidence complex regulatory environment employee location across country provide thousand client globally innovative tool content creatio...
22,5,0.7380619645118713,Data Science Engineer,data science engineer ursa space system building ground breaking solution deliver global economic intelligence organization around world ursa seeking data science engineer join team uncover value data assist product development sale team generate use...
23,1,0.8341962695121765,Data Analyst Intern,data analyst intern donnelley financial solution nyse dfin provides software service enable client communicate confidence complex regulatory environment employee location across country provide thousand client globally innovative tool content creatio...
23,2,0.8132984638214111, Analyst III - Data Integration,analyst iii data integration job posting external ari part holman automotive group headquartered laurel billion dollar global vehicle fleet leasing management company pride providing exceptional service recognized leader industry largest fleet manage...
23,3,0.8107283115386963, Data Engineer,data engineer responsibility understand business capability requirement transform robust design solution perform hand work using python able write complex sql understand api able consume write api needed perform report development using enterprise to...
23,4,0.7970779538154602, Data Analyst,data analyst role data analyst play key role growing cross functional analytics team opportunity take lead project analyst position pivotal analyzing reporting globo key performance metric aid ongoing optimization effort position provide opportunity ...
23,5,0.7970007061958313,Data Scientist,data scientist data scientist responsible data analysis modeling generate business insight extract analyze campaign data product vintage channel customer segment utilize historical trend predictive model forecast cash flow us historical data trending...
24,1,0.6450191736221313,Data Analyst Intern,data analyst intern person assist producing weekly department status report build dashboard visualization report present analyze result experience designing data model creating automated procedure scale operationalize process strong excel skill stron...
24,2,0.6153476238250732,Data Analyst,data analyst job detail title data analyst location phoenix description duty analyze compile data transaction foundation server database tfs required skill year experience team foundation server year experience microsoft excel minimum high school edu...
24,3,0.6111046671867371,Project Manager Big Data Analytics,project manager big data analytics mandatory skill project management pe desirable skill medical device qara job description key skill required job project management pe mandatory medical device qara project manager responsible end end project manage...
24,4,0.6070051193237305,Machine Learning Engineer,machine learning engineer machine learning engineer member team machine learning engineer working closely data scientist working machine learning infrastructure help data scientist develop model used improve user experience better personalization wor...
24,5,0.6019893884658813,Database Administrator- Foundation,database administrator foundation database administrator foundation exciting full time position responsible comprehensive database administration foundation successful candidate ensures donor data collected store properly used member organization dat...
25,1,0.6510905027389526, Data Scientist - Machine Learning,data scientist machine learning job title data scientist machine learning position overview data science team seeking experienced machine learning engineer successful candidate work data science engineering team select algorithm implement new methodo...
25,2,0.6349436640739441,Machine Learning/ Natural Language Processing Engineer,machine learning natural language processing engineer please apply local bay area face face interview strong working knowledge machine learning technique hand coding development java python year experience applied machine learning fluency data modeli...
25,3,0.6204529404640198,Machine Learning Engineer,machine learning engineer machine learning engineer member team machine learning engineer working closely data scientist working machine learning infrastructure help data scientist develop model used improve user experience better personalization wor...
25,4,0.6181806921958923,Machine Learning Research Scientist,machine learning research scientist live moment remarkable change opportunity cognitive computing convergence data technology transforming industry society workplace cognitivescale looking talent drive market success building cognitive business solut...
25,5,0.6069647669792175, Software Engineer - Machine Learning,software engineer machine learning work closely machine learning scientist build state art novel machine learning algorithm learn semantics data image video text audio modality process datasets run deep learning training develop new algorithm underst...
26,1,0.8438776135444641,Data Scientist,data scientist job duty responsibility bring creativity data product analyze transaction data build model predict possible finance operation inconsistency use machine learning method perform transaction matching matching algorithm cleanse raw data us...
26,2,0.8154118657112122,Data Science Engineer,data science engineer ursa space system building ground breaking solution deliver global economic intelligence organization around world ursa seeking data science engineer join team uncover value data assist product development sale team generate use...
26,3,0.8063037991523743, Data Scientist Intern,data scientist intern data scientist intern help discover information hidden vast amount data help make smarter decision deliver even better product service primary focus applying data mining technique statistical analysis building high quality analy...
26,4,0.8060203194618225,Data Analyst Intern,data analyst intern donnelley financial solution nyse dfin provides software service enable client communicate confidence complex regulatory environment employee location across country provide thousand client globally innovative tool content creatio...
26,5,0.8009824752807617, Professional Artificial Intelligence / Data Science,professional artificial intelligence data science innovation solution camelot innovative technology lab leading sap consultancy digital value chain management year experience lead customer digital transformation capability range strategic dialogue ar...
27,1,0.8203716278076172,Data Science Engineer,data science engineer ursa space system building ground breaking solution deliver global economic intelligence organization around world ursa seeking data science engineer join team uncover value data assist product development sale team generate use...
27,2,0.8200749158859253,Machine Learning Research Scientist,machine learning research scientist live moment remarkable change opportunity cognitive computing convergence data technology transforming industry society workplace cognitivescale looking talent drive market success building cognitive business solut...
27,3,0.8161749243736267, Machine Learning Engineer,machine learning engineer job description opportunity iris pluralsight learning intelligence platform innovative unique user experience whose aim use data create smarter personalized learning journey cutting edge key component pluralsight strategy gr...
27,4,0.8158039450645447, Data Scientist - Machine Learning,data scientist machine learning job title data scientist machine learning position overview data science team seeking experienced machine learning engineer successful candidate work data science engineering team select algorithm implement new methodo...
27,5,0.809514582157135,Data Science Generalist,data science generalist rainforest changing way people data heart looking data scientist machine learning engineer wide range competency crowd management fraud detection data visualization automation research myriad opportunity use creativity technic...
28,1,0.8281805515289307,Machine Learning Research Scientist,machine learning research scientist live moment remarkable change opportunity cognitive computing convergence data technology transforming industry society workplace cognitivescale looking talent drive market success building cognitive business solut...
28,2,0.7859822511672974, D3- Sr. NLP Deep Learning Data Scientist,nlp deep learning data scientist good people build rewarding career think working insurance field exciting rewarding challenging think help reinvent protection retirement improve customer life help make impact training mentoring offering opportunity ...
28,3,0.7509624361991882,"Software Engineer, Machine Learning",software engineer machine learning note applying position application automatically submitted following location seattle usa kirkland usa google software engineer develop next generation technology change billion user connect explore interact informa...
28,4,0.7431593537330627, Data Scientist Intern,data scientist intern data scientist intern help discover information hidden vast amount data help make smarter decision deliver even better product service primary focus applying data mining technique statistical analysis building high quality analy...
28,5,0.7414352893829346, Data Scientist - Machine Learning,data scientist machine learning job title data scientist machine learning position overview data science team seeking experienced machine learning engineer successful candidate work data science engineering team select algorithm implement new methodo...
29,1,0.8350174427032471, Professional Artificial Intelligence / Data Science,professional artificial intelligence data science innovation solution camelot innovative technology lab leading sap consultancy digital value chain management year experience lead customer digital transformation capability range strategic dialogue ar...
29,2,0.8197594881057739,Data Scientist,data scientist data scientist responsible data analysis modeling generate business insight extract analyze campaign data product vintage channel customer segment utilize historical trend predictive model forecast cash flow us historical data trending...
29,3,0.8141273856163025, Analytics Engineer,analytics engineer analytics engineer work implementing lattice platform customer specific role analyze transform raw customer data summarized aggregated data set suitable predictive modeling machine learning best candidate thrive fast paced environm...
